id,image_url,scientific_name,common_name,iconic_taxon_name,taxon_id
33056155,https://inaturalist-open-data.s3.amazonaws.com/photos/51887992/small.jpeg,Alectoris barbara,Берберийская каменная куропатка,Aves,871
33086465,https://static.inaturalist.org/photos/51933550/small.jpg,Alectoris graeca,Европейский кеклик,Aves,863
33215911,https://static.inaturalist.org/photos/52149432/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
33223987,https://inaturalist-open-data.s3.amazonaws.com/photos/52164324/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
33255684,https://inaturalist-open-data.s3.amazonaws.com/photos/52217690/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
33305357,https://inaturalist-open-data.s3.amazonaws.com/photos/52301625/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
33318670,https://static.inaturalist.org/photos/52323610/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
33337930,https://inaturalist-open-data.s3.amazonaws.com/photos/52353376/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
33337931,https://inaturalist-open-data.s3.amazonaws.com/photos/52353371/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
33370377,https://inaturalist-open-data.s3.amazonaws.com/photos/52407688/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
33428686,https://inaturalist-open-data.s3.amazonaws.com/photos/52500811/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
33433619,https://inaturalist-open-data.s3.amazonaws.com/photos/52511195/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
33569732,https://static.inaturalist.org/photos/52734454/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
33582916,https://static.inaturalist.org/photos/52757126/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
33760872,https://static.inaturalist.org/photos/53058096/small.jpeg,Alectoris barbara,Берберийская каменная куропатка,Aves,871
33847747,https://inaturalist-open-data.s3.amazonaws.com/photos/53205298/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
33874053,https://inaturalist-open-data.s3.amazonaws.com/photos/53250409/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
33890022,https://inaturalist-open-data.s3.amazonaws.com/photos/53277011/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
33901688,https://inaturalist-open-data.s3.amazonaws.com/photos/53296118/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
33926343,https://inaturalist-open-data.s3.amazonaws.com/photos/53337760/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
33941460,https://inaturalist-open-data.s3.amazonaws.com/photos/53363883/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
33957561,https://inaturalist-open-data.s3.amazonaws.com/photos/53388813/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
33959504,https://static.inaturalist.org/photos/53392369/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
33961921,https://inaturalist-open-data.s3.amazonaws.com/photos/53396197/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
33987960,https://inaturalist-open-data.s3.amazonaws.com/photos/53436979/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34061207,https://inaturalist-open-data.s3.amazonaws.com/photos/53560846/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
34125413,https://static.inaturalist.org/photos/53667956/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34168809,https://static.inaturalist.org/photos/53741089/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34171126,https://static.inaturalist.org/photos/53744811/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34204115,https://inaturalist-open-data.s3.amazonaws.com/photos/53802292/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
34222390,https://inaturalist-open-data.s3.amazonaws.com/photos/53832280/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
34224212,https://inaturalist-open-data.s3.amazonaws.com/photos/53835217/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
34398254,https://inaturalist-open-data.s3.amazonaws.com/photos/54133028/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
34411060,https://static.inaturalist.org/photos/54154164/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
34502397,https://inaturalist-open-data.s3.amazonaws.com/photos/54308985/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
34530063,https://static.inaturalist.org/photos/54355490/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34555033,https://static.inaturalist.org/photos/54395385/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
34566024,https://inaturalist-open-data.s3.amazonaws.com/photos/54413787/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
34607179,https://inaturalist-open-data.s3.amazonaws.com/photos/54480579/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
34646839,https://static.inaturalist.org/photos/54550088/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34650016,https://static.inaturalist.org/photos/54552405/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
34696141,https://inaturalist-open-data.s3.amazonaws.com/photos/54636862/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
34727888,https://static.inaturalist.org/photos/54691337/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
34732927,https://inaturalist-open-data.s3.amazonaws.com/photos/54699509/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
34775561,https://inaturalist-open-data.s3.amazonaws.com/photos/54771984/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
34793993,https://inaturalist-open-data.s3.amazonaws.com/photos/54803084/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
34797903,https://static.inaturalist.org/photos/54809233/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
34799289,https://inaturalist-open-data.s3.amazonaws.com/photos/54811843/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34811040,https://inaturalist-open-data.s3.amazonaws.com/photos/54831661/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34869015,https://static.inaturalist.org/photos/54933714/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34884554,https://inaturalist-open-data.s3.amazonaws.com/photos/54960196/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34906209,https://static.inaturalist.org/photos/54997707/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
34938817,https://inaturalist-open-data.s3.amazonaws.com/photos/55051969/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
34975639,https://inaturalist-open-data.s3.amazonaws.com/photos/55114951/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
35015555,https://inaturalist-open-data.s3.amazonaws.com/photos/55183939/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35043481,https://static.inaturalist.org/photos/55233519/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35056814,https://static.inaturalist.org/photos/55255475/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
35073608,https://inaturalist-open-data.s3.amazonaws.com/photos/55282142/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35092727,https://inaturalist-open-data.s3.amazonaws.com/photos/55315554/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35094299,https://inaturalist-open-data.s3.amazonaws.com/photos/55318401/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
35107162,https://inaturalist-open-data.s3.amazonaws.com/photos/55340087/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35108986,https://inaturalist-open-data.s3.amazonaws.com/photos/55342757/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35133030,https://inaturalist-open-data.s3.amazonaws.com/photos/55365131/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35133041,https://inaturalist-open-data.s3.amazonaws.com/photos/55365172/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35174521,https://inaturalist-open-data.s3.amazonaws.com/photos/55435655/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
35174779,https://inaturalist-open-data.s3.amazonaws.com/photos/55436303/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35219360,https://inaturalist-open-data.s3.amazonaws.com/photos/55510349/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35242895,https://inaturalist-open-data.s3.amazonaws.com/photos/55552701/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35266521,https://static.inaturalist.org/photos/55592797/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35272699,https://static.inaturalist.org/photos/55602697/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35282320,https://inaturalist-open-data.s3.amazonaws.com/photos/55618175/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
35287658,https://inaturalist-open-data.s3.amazonaws.com/photos/55635583/small.png,Alectoris rufa,Красная куропатка,Aves,867
35314136,https://static.inaturalist.org/photos/55674517/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35358988,https://static.inaturalist.org/photos/55748519/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35376311,https://inaturalist-open-data.s3.amazonaws.com/photos/55777419/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
35415398,https://inaturalist-open-data.s3.amazonaws.com/photos/55841976/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35424446,https://inaturalist-open-data.s3.amazonaws.com/photos/55857465/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35451630,https://inaturalist-open-data.s3.amazonaws.com/photos/55899974/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
35466779,https://inaturalist-open-data.s3.amazonaws.com/photos/55926906/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35493263,https://static.inaturalist.org/photos/55969638/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
35496977,https://inaturalist-open-data.s3.amazonaws.com/photos/55976304/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35499584,https://inaturalist-open-data.s3.amazonaws.com/photos/55981134/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
35570725,https://inaturalist-open-data.s3.amazonaws.com/photos/56101565/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35589974,https://inaturalist-open-data.s3.amazonaws.com/photos/56135381/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
35601923,https://inaturalist-open-data.s3.amazonaws.com/photos/56156446/small.jpg,Alectoris barbara koenigi,,Aves,625973
35643348,https://inaturalist-open-data.s3.amazonaws.com/photos/56225137/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
35681068,https://inaturalist-open-data.s3.amazonaws.com/photos/56292984/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
35685506,https://static.inaturalist.org/photos/56300887/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35704863,https://inaturalist-open-data.s3.amazonaws.com/photos/56334323/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
35759669,https://static.inaturalist.org/photos/56425567/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35770749,https://inaturalist-open-data.s3.amazonaws.com/photos/56445223/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
35772187,https://static.inaturalist.org/photos/56447932/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
35788272,https://inaturalist-open-data.s3.amazonaws.com/photos/56474911/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
35790251,https://inaturalist-open-data.s3.amazonaws.com/photos/56478747/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35811825,https://inaturalist-open-data.s3.amazonaws.com/photos/56516786/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
35876260,https://static.inaturalist.org/photos/56628787/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
35918206,https://inaturalist-open-data.s3.amazonaws.com/photos/56701963/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
35921234,https://inaturalist-open-data.s3.amazonaws.com/photos/56707179/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
35929974,https://inaturalist-open-data.s3.amazonaws.com/photos/56721485/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
35930164,https://inaturalist-open-data.s3.amazonaws.com/photos/56721751/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
35930248,https://inaturalist-open-data.s3.amazonaws.com/photos/56721929/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
35962541,https://static.inaturalist.org/photos/56779844/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36013542,https://inaturalist-open-data.s3.amazonaws.com/photos/56872030/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
36018516,https://inaturalist-open-data.s3.amazonaws.com/photos/56874877/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36024079,https://static.inaturalist.org/photos/59134709/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36055902,https://static.inaturalist.org/photos/56945466/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36132919,https://static.inaturalist.org/photos/57080489/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36148264,https://inaturalist-open-data.s3.amazonaws.com/photos/57105207/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36166209,https://inaturalist-open-data.s3.amazonaws.com/photos/57136541/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
36178452,https://static.inaturalist.org/photos/57157541/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36186140,https://inaturalist-open-data.s3.amazonaws.com/photos/57182429/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
36194086,https://inaturalist-open-data.s3.amazonaws.com/photos/57183810/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36205990,https://inaturalist-open-data.s3.amazonaws.com/photos/57203672/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
36216881,https://static.inaturalist.org/photos/57243907/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36257261,https://inaturalist-open-data.s3.amazonaws.com/photos/57291718/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36291355,https://inaturalist-open-data.s3.amazonaws.com/photos/57350812/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36305780,https://inaturalist-open-data.s3.amazonaws.com/photos/57374656/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36338751,https://inaturalist-open-data.s3.amazonaws.com/photos/57431072/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36392004,https://inaturalist-open-data.s3.amazonaws.com/photos/57521530/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36429424,https://inaturalist-open-data.s3.amazonaws.com/photos/57585384/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
36438968,https://inaturalist-open-data.s3.amazonaws.com/photos/57599323/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
36450151,https://inaturalist-open-data.s3.amazonaws.com/photos/57616950/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36471532,https://inaturalist-open-data.s3.amazonaws.com/photos/57656265/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
36477567,https://static.inaturalist.org/photos/57666361/small.jpg,Alectoris magna,Кеклик Пржевальского,Aves,861
36504546,https://inaturalist-open-data.s3.amazonaws.com/photos/57712958/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36504629,https://inaturalist-open-data.s3.amazonaws.com/photos/57713104/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36611142,https://inaturalist-open-data.s3.amazonaws.com/photos/57894794/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
36628342,https://inaturalist-open-data.s3.amazonaws.com/photos/57923371/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36647365,https://inaturalist-open-data.s3.amazonaws.com/photos/57957540/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36648790,https://static.inaturalist.org/photos/57961768/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36649259,https://inaturalist-open-data.s3.amazonaws.com/photos/57960802/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
36703814,https://inaturalist-open-data.s3.amazonaws.com/photos/58059444/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
36711040,https://static.inaturalist.org/photos/58072299/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36768321,https://inaturalist-open-data.s3.amazonaws.com/photos/58174140/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36779356,https://inaturalist-open-data.s3.amazonaws.com/photos/58193540/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36793557,https://inaturalist-open-data.s3.amazonaws.com/photos/58219172/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36797974,https://inaturalist-open-data.s3.amazonaws.com/photos/58227217/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
36801910,https://static.inaturalist.org/photos/58234486/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36812110,https://inaturalist-open-data.s3.amazonaws.com/photos/58253652/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36819362,https://inaturalist-open-data.s3.amazonaws.com/photos/58265867/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36820321,https://static.inaturalist.org/photos/58267435/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
36826303,https://inaturalist-open-data.s3.amazonaws.com/photos/58277750/small.jpg,Alectoris barbara,Берберийская каменная куропатка,Aves,871
36827675,https://inaturalist-open-data.s3.amazonaws.com/photos/58280217/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36838387,https://inaturalist-open-data.s3.amazonaws.com/photos/58298140/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36849659,https://static.inaturalist.org/photos/58318121/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36854643,https://static.inaturalist.org/photos/58327235/small.jpg,Alectoris barbara,Берберийская каменная куропатка,Aves,871
36861028,https://inaturalist-open-data.s3.amazonaws.com/photos/58338302/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36867280,https://inaturalist-open-data.s3.amazonaws.com/photos/58348840/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36874689,https://inaturalist-open-data.s3.amazonaws.com/photos/58361429/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
36898562,https://static.inaturalist.org/photos/58403316/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
36909149,https://inaturalist-open-data.s3.amazonaws.com/photos/58422594/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36928137,https://inaturalist-open-data.s3.amazonaws.com/photos/58453619/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36974459,https://static.inaturalist.org/photos/58535662/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36975310,https://inaturalist-open-data.s3.amazonaws.com/photos/58537095/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
36986680,https://static.inaturalist.org/photos/58557641/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
36997378,https://inaturalist-open-data.s3.amazonaws.com/photos/58576377/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37002233,https://inaturalist-open-data.s3.amazonaws.com/photos/58584312/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37033412,https://inaturalist-open-data.s3.amazonaws.com/photos/58641177/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37033541,https://inaturalist-open-data.s3.amazonaws.com/photos/58641385/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
37033945,https://inaturalist-open-data.s3.amazonaws.com/photos/58642289/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37034226,https://inaturalist-open-data.s3.amazonaws.com/photos/58642863/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
37035594,https://inaturalist-open-data.s3.amazonaws.com/photos/58644759/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
37061053,https://static.inaturalist.org/photos/58689643/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37070516,https://inaturalist-open-data.s3.amazonaws.com/photos/58709287/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37071181,https://inaturalist-open-data.s3.amazonaws.com/photos/58708049/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37080838,https://static.inaturalist.org/photos/58724765/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37112653,https://inaturalist-open-data.s3.amazonaws.com/photos/58780996/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37128840,https://inaturalist-open-data.s3.amazonaws.com/photos/58808798/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
37136563,https://static.inaturalist.org/photos/58822424/small.jpg,Alectoris barbara koenigi,,Aves,625973
37136941,https://inaturalist-open-data.s3.amazonaws.com/photos/58822937/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
37175627,https://static.inaturalist.org/photos/58890059/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37235667,https://inaturalist-open-data.s3.amazonaws.com/photos/58996844/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37238648,https://inaturalist-open-data.s3.amazonaws.com/photos/59002277/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37253218,https://inaturalist-open-data.s3.amazonaws.com/photos/59026120/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37253233,https://inaturalist-open-data.s3.amazonaws.com/photos/59026139/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37256986,https://static.inaturalist.org/photos/59032383/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37269384,https://inaturalist-open-data.s3.amazonaws.com/photos/59053774/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
37269836,https://inaturalist-open-data.s3.amazonaws.com/photos/59054399/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
37272234,https://inaturalist-open-data.s3.amazonaws.com/photos/59056958/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
37277846,https://inaturalist-open-data.s3.amazonaws.com/photos/59067588/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37278132,https://inaturalist-open-data.s3.amazonaws.com/photos/59068005/small.jpg,Alectoris barbara,Берберийская каменная куропатка,Aves,871
37294083,https://inaturalist-open-data.s3.amazonaws.com/photos/59096178/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
37317355,https://inaturalist-open-data.s3.amazonaws.com/photos/59136032/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
37328021,https://inaturalist-open-data.s3.amazonaws.com/photos/59156089/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37330886,https://inaturalist-open-data.s3.amazonaws.com/photos/59160489/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
37344114,https://inaturalist-open-data.s3.amazonaws.com/photos/59183929/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37378333,https://inaturalist-open-data.s3.amazonaws.com/photos/59245571/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
37378801,https://static.inaturalist.org/photos/59275506/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37403641,https://inaturalist-open-data.s3.amazonaws.com/photos/59290178/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37412501,https://static.inaturalist.org/photos/59303173/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
37422706,https://inaturalist-open-data.s3.amazonaws.com/photos/59323831/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37425538,https://inaturalist-open-data.s3.amazonaws.com/photos/59328995/small.jpg,Alectoris melanocephala,Черноголовый кеклик,Aves,876
37428321,https://inaturalist-open-data.s3.amazonaws.com/photos/59332490/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
37428484,https://inaturalist-open-data.s3.amazonaws.com/photos/59333485/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37432182,https://inaturalist-open-data.s3.amazonaws.com/photos/59340215/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37437916,https://inaturalist-open-data.s3.amazonaws.com/photos/59349962/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37438738,https://static.inaturalist.org/photos/59351263/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37450438,https://inaturalist-open-data.s3.amazonaws.com/photos/59371790/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
37539217,https://inaturalist-open-data.s3.amazonaws.com/photos/59529205/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37568127,https://inaturalist-open-data.s3.amazonaws.com/photos/59580194/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37587829,https://inaturalist-open-data.s3.amazonaws.com/photos/59615922/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
37602200,https://inaturalist-open-data.s3.amazonaws.com/photos/59640714/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37609908,https://inaturalist-open-data.s3.amazonaws.com/photos/59654820/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37713488,https://inaturalist-open-data.s3.amazonaws.com/photos/59843931/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37726633,https://static.inaturalist.org/photos/61400157/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37740397,https://inaturalist-open-data.s3.amazonaws.com/photos/59890227/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37785847,https://inaturalist-open-data.s3.amazonaws.com/photos/59972916/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
37791474,https://inaturalist-open-data.s3.amazonaws.com/photos/59982826/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37800080,https://inaturalist-open-data.s3.amazonaws.com/photos/59996462/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
37800097,https://inaturalist-open-data.s3.amazonaws.com/photos/59996652/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
37815217,https://inaturalist-open-data.s3.amazonaws.com/photos/60025271/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
37850263,https://static.inaturalist.org/photos/60084318/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37851736,https://inaturalist-open-data.s3.amazonaws.com/photos/60086904/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37865976,https://static.inaturalist.org/photos/60111526/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37870550,https://inaturalist-open-data.s3.amazonaws.com/photos/60119857/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37912589,https://static.inaturalist.org/photos/60174951/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37950000,https://static.inaturalist.org/photos/60241154/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
37965930,https://inaturalist-open-data.s3.amazonaws.com/photos/60267536/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37965931,https://inaturalist-open-data.s3.amazonaws.com/photos/60268002/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
37967262,https://inaturalist-open-data.s3.amazonaws.com/photos/60270214/small.jpg,Alectoris graeca,Европейский кеклик,Aves,863
37970382,https://inaturalist-open-data.s3.amazonaws.com/photos/60275542/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
38034311,https://inaturalist-open-data.s3.amazonaws.com/photos/60389839/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
38037134,https://inaturalist-open-data.s3.amazonaws.com/photos/60394689/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
38043278,https://static.inaturalist.org/photos/60405086/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
38060563,https://inaturalist-open-data.s3.amazonaws.com/photos/60435212/small.jpg,Alectoris barbara koenigi,,Aves,625973
38061677,https://inaturalist-open-data.s3.amazonaws.com/photos/60437162/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
