id,image_url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
56989275,https://inaturalist-open-data.s3.amazonaws.com/photos/90862654/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
56989278,https://inaturalist-open-data.s3.amazonaws.com/photos/90862691/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
56989279,https://inaturalist-open-data.s3.amazonaws.com/photos/90862710/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
56989280,https://inaturalist-open-data.s3.amazonaws.com/photos/90862774/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
56989281,https://inaturalist-open-data.s3.amazonaws.com/photos/90862815/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57030950,https://static.inaturalist.org/photos/90935145/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57093082,https://inaturalist-open-data.s3.amazonaws.com/photos/91039660/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57102623,https://inaturalist-open-data.s3.amazonaws.com/photos/91407409/medium.jpg,Pernice rossa,Alectoris rufa,Красная куропатка,Aves,867
57108355,https://inaturalist-open-data.s3.amazonaws.com/photos/91066809/medium.jpeg,Arabian Partridge,Alectoris melanocephala,Черноголовый кеклик,Aves,876
57141197,https://static.inaturalist.org/photos/152159689/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57180542,https://inaturalist-open-data.s3.amazonaws.com/photos/91186222/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57191733,https://inaturalist-open-data.s3.amazonaws.com/photos/91205494/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57196938,https://inaturalist-open-data.s3.amazonaws.com/photos/91214677/medium.jpeg,Perdrix bartavelle,Alectoris graeca,Европейский кеклик,Aves,863
57212795,https://inaturalist-open-data.s3.amazonaws.com/photos/91240263/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
57251881,https://inaturalist-open-data.s3.amazonaws.com/photos/91304920/medium.png,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
57270625,https://inaturalist-open-data.s3.amazonaws.com/photos/91332567/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57272657,https://inaturalist-open-data.s3.amazonaws.com/photos/91335932/medium.jpg,punapyy,Alectoris rufa,Красная куропатка,Aves,867
57275957,https://inaturalist-open-data.s3.amazonaws.com/photos/91343686/medium.jpg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
57308699,https://inaturalist-open-data.s3.amazonaws.com/photos/91400224/medium.jpeg,Arabian Partridge,Alectoris melanocephala,Черноголовый кеклик,Aves,876
57310207,https://inaturalist-open-data.s3.amazonaws.com/photos/91402533/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57352020,https://inaturalist-open-data.s3.amazonaws.com/photos/91467862/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57352021,https://inaturalist-open-data.s3.amazonaws.com/photos/91467951/medium.jpeg,Alectoris rufa,Alectoris rufa,Красная куропатка,Aves,867
57433807,https://inaturalist-open-data.s3.amazonaws.com/photos/91609778/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57469776,https://inaturalist-open-data.s3.amazonaws.com/photos/91669419/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57470536,https://static.inaturalist.org/photos/91670620/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
57473513,https://static.inaturalist.org/photos/91678221/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57525777,https://inaturalist-open-data.s3.amazonaws.com/photos/91766214/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57525778,https://inaturalist-open-data.s3.amazonaws.com/photos/91766225/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57525784,https://inaturalist-open-data.s3.amazonaws.com/photos/91766285/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57526906,https://inaturalist-open-data.s3.amazonaws.com/photos/91767248/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57582910,https://inaturalist-open-data.s3.amazonaws.com/photos/91862043/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57624316,https://inaturalist-open-data.s3.amazonaws.com/photos/91935029/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57624540,https://inaturalist-open-data.s3.amazonaws.com/photos/91935275/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57654823,https://inaturalist-open-data.s3.amazonaws.com/photos/91986223/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57695379,https://inaturalist-open-data.s3.amazonaws.com/photos/92052684/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57716816,https://inaturalist-open-data.s3.amazonaws.com/photos/92090614/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
57738345,https://inaturalist-open-data.s3.amazonaws.com/photos/92125593/medium.jpeg,Alectoris rufa hispanica,Alectoris rufa hispanica,,Aves,630042
57749514,https://inaturalist-open-data.s3.amazonaws.com/photos/92144760/medium.jpeg,punapyy,Alectoris rufa,Красная куропатка,Aves,867
57814361,https://inaturalist-open-data.s3.amazonaws.com/photos/92251309/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
57818444,https://inaturalist-open-data.s3.amazonaws.com/photos/92258331/medium.jpeg,Arabian Partridge,Alectoris melanocephala,Черноголовый кеклик,Aves,876
57845699,https://inaturalist-open-data.s3.amazonaws.com/photos/122320514/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
57870174,https://inaturalist-open-data.s3.amazonaws.com/photos/92344660/medium.jpeg,Rock Partridges,Alectoris,Кеклики,Aves,845
57902641,https://inaturalist-open-data.s3.amazonaws.com/photos/92399940/medium.jpg,Rock Partridges,Alectoris,Кеклики,Aves,845
57980380,https://static.inaturalist.org/photos/92528609/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57987153,https://static.inaturalist.org/photos/93704049/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
57989058,https://static.inaturalist.org/photos/92544395/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58006675,https://inaturalist-open-data.s3.amazonaws.com/photos/92574908/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
58009591,https://inaturalist-open-data.s3.amazonaws.com/photos/92579095/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
58036880,https://inaturalist-open-data.s3.amazonaws.com/photos/92623882/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
58039367,https://static.inaturalist.org/photos/92627490/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58039484,https://static.inaturalist.org/photos/92627579/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58081763,https://inaturalist-open-data.s3.amazonaws.com/photos/92693158/medium.jpg,Perdiz Roja,Alectoris rufa,Красная куропатка,Aves,867
58081796,https://inaturalist-open-data.s3.amazonaws.com/photos/92695881/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
58081798,https://inaturalist-open-data.s3.amazonaws.com/photos/92696395/medium.jpg,Perdiz Roja,Alectoris rufa,Красная куропатка,Aves,867
58083742,https://inaturalist-open-data.s3.amazonaws.com/photos/92698645/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
58129685,https://inaturalist-open-data.s3.amazonaws.com/photos/92780282/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58156989,https://inaturalist-open-data.s3.amazonaws.com/photos/92822651/medium.jpg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
58157052,https://inaturalist-open-data.s3.amazonaws.com/photos/92823963/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
58168647,https://static.inaturalist.org/photos/92845173/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
58173423,https://inaturalist-open-data.s3.amazonaws.com/photos/92852169/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
58191963,https://inaturalist-open-data.s3.amazonaws.com/photos/92882007/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
58222594,https://inaturalist-open-data.s3.amazonaws.com/photos/92930919/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58264308,https://static.inaturalist.org/photos/93002338/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58268431,https://inaturalist-open-data.s3.amazonaws.com/photos/93009012/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
58268432,https://inaturalist-open-data.s3.amazonaws.com/photos/93009051/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
58268443,https://inaturalist-open-data.s3.amazonaws.com/photos/93009215/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
58268444,https://inaturalist-open-data.s3.amazonaws.com/photos/93009218/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
58268446,https://inaturalist-open-data.s3.amazonaws.com/photos/93009227/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
58288769,https://inaturalist-open-data.s3.amazonaws.com/photos/93044909/medium.jpeg,Pernice sarda,Alectoris barbara,Берберийская каменная куропатка,Aves,871
58313940,https://inaturalist-open-data.s3.amazonaws.com/photos/93089565/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
58313941,https://inaturalist-open-data.s3.amazonaws.com/photos/93089567/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
58313942,https://inaturalist-open-data.s3.amazonaws.com/photos/93089573/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
58313943,https://inaturalist-open-data.s3.amazonaws.com/photos/93089579/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
58316669,https://inaturalist-open-data.s3.amazonaws.com/photos/93094539/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58318852,https://inaturalist-open-data.s3.amazonaws.com/photos/93098235/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58320274,https://inaturalist-open-data.s3.amazonaws.com/photos/93100306/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
58334543,https://inaturalist-open-data.s3.amazonaws.com/photos/93125310/medium.jpg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
58356960,https://inaturalist-open-data.s3.amazonaws.com/photos/93159520/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58359647,https://static.inaturalist.org/photos/93166844/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58425252,https://inaturalist-open-data.s3.amazonaws.com/photos/93278300/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
58431257,https://inaturalist-open-data.s3.amazonaws.com/photos/93286646/medium.jpeg,Красная куропатка,Alectoris rufa,Красная куропатка,Aves,867
58461679,https://inaturalist-open-data.s3.amazonaws.com/photos/93336130/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58464034,https://inaturalist-open-data.s3.amazonaws.com/photos/93341389/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58465449,https://inaturalist-open-data.s3.amazonaws.com/photos/93343959/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58500977,https://inaturalist-open-data.s3.amazonaws.com/photos/93405249/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
58563729,https://static.inaturalist.org/photos/93509108/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58598646,https://inaturalist-open-data.s3.amazonaws.com/photos/93567906/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58618283,https://static.inaturalist.org/photos/93599437/medium.jpg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
58638946,https://inaturalist-open-data.s3.amazonaws.com/photos/93632719/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
58646141,https://static.inaturalist.org/photos/93644909/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58752154,https://inaturalist-open-data.s3.amazonaws.com/photos/93809976/medium.jpeg,vuoripyy,Alectoris chukar,Азиатский кеклик,Aves,846
58763532,https://inaturalist-open-data.s3.amazonaws.com/photos/93837129/medium.jpg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
58763535,https://inaturalist-open-data.s3.amazonaws.com/photos/93837248/medium.jpg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
58813166,https://static.inaturalist.org/photos/93922873/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58893331,https://inaturalist-open-data.s3.amazonaws.com/photos/94055698/medium.jpeg,Arabian Partridge,Alectoris melanocephala,Черноголовый кеклик,Aves,876
58920779,https://inaturalist-open-data.s3.amazonaws.com/photos/94102171/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58930378,https://inaturalist-open-data.s3.amazonaws.com/photos/94118585/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58932390,https://inaturalist-open-data.s3.amazonaws.com/photos/94121582/medium.jpeg,Alectoris graeca saxatilis,Alectoris graeca saxatilis,,Aves,630041
58956961,https://inaturalist-open-data.s3.amazonaws.com/photos/94160079/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58956965,https://inaturalist-open-data.s3.amazonaws.com/photos/94160094/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
58966647,https://inaturalist-open-data.s3.amazonaws.com/photos/94176724/medium.jpeg,punapyy,Alectoris rufa,Красная куропатка,Aves,867
58992724,https://inaturalist-open-data.s3.amazonaws.com/photos/94221266/medium.jpeg,Felsenhuhn,Alectoris barbara,Берберийская каменная куропатка,Aves,871
59034723,https://static.inaturalist.org/photos/94295318/medium.jpg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
59081647,https://inaturalist-open-data.s3.amazonaws.com/photos/94369178/medium.jpg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
59209941,https://inaturalist-open-data.s3.amazonaws.com/photos/94593688/medium.jpg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
59233858,https://static.inaturalist.org/photos/94632449/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
59237842,https://inaturalist-open-data.s3.amazonaws.com/photos/94738889/medium.jpg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
59240631,https://static.inaturalist.org/photos/94651596/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
59298981,https://inaturalist-open-data.s3.amazonaws.com/photos/94740965/medium.jpeg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
59352218,https://static.inaturalist.org/photos/94826826/medium.jpeg,,Alectoris chukar,Азиатский кеклик,Aves,846
59363032,https://static.inaturalist.org/photos/94843858/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
59607036,https://inaturalist-open-data.s3.amazonaws.com/photos/95251035/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
59610074,https://inaturalist-open-data.s3.amazonaws.com/photos/95253670/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
59616109,https://inaturalist-open-data.s3.amazonaws.com/photos/95265947/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
59617028,https://inaturalist-open-data.s3.amazonaws.com/photos/95267624/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
59618468,https://inaturalist-open-data.s3.amazonaws.com/photos/95270082/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
59627636,https://inaturalist-open-data.s3.amazonaws.com/photos/95286308/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
59642246,https://inaturalist-open-data.s3.amazonaws.com/photos/95311803/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
59695356,https://static.inaturalist.org/photos/95397020/medium.jpg,Alectoris barbara koenigi,Alectoris barbara koenigi,,Aves,625973
59749234,https://inaturalist-open-data.s3.amazonaws.com/photos/95490608/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
59787445,https://inaturalist-open-data.s3.amazonaws.com/photos/95554979/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
59805789,https://static.inaturalist.org/photos/95585529/medium.jpg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
59833567,https://inaturalist-open-data.s3.amazonaws.com/photos/95633819/medium.jpg,石鸡,Alectoris chukar,Азиатский кеклик,Aves,846
59883191,https://inaturalist-open-data.s3.amazonaws.com/photos/95717494/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
59917893,https://inaturalist-open-data.s3.amazonaws.com/photos/95773810/medium.jpeg,Rock Partridges,Alectoris,Кеклики,Aves,845
59988411,https://inaturalist-open-data.s3.amazonaws.com/photos/95890703/medium.jpg,punapyy,Alectoris rufa,Красная куропатка,Aves,867
60024171,https://inaturalist-open-data.s3.amazonaws.com/photos/95949376/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60051286,https://static.inaturalist.org/photos/95997244/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
60054784,https://static.inaturalist.org/photos/96002888/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
60056909,https://static.inaturalist.org/photos/96006416/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
60104152,https://inaturalist-open-data.s3.amazonaws.com/photos/96081202/medium.png,punapyy,Alectoris rufa,Красная куропатка,Aves,867
60104450,https://inaturalist-open-data.s3.amazonaws.com/photos/96081562/medium.png,punapyy,Alectoris rufa,Красная куропатка,Aves,867
60121614,https://static.inaturalist.org/photos/96109716/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60139363,https://inaturalist-open-data.s3.amazonaws.com/photos/96139784/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60149324,https://inaturalist-open-data.s3.amazonaws.com/photos/96156664/medium.jpg,Perdrix choukar,Alectoris chukar,Азиатский кеклик,Aves,846
60167188,https://static.inaturalist.org/photos/96186675/medium.jpeg,punapyy,Alectoris rufa,Красная куропатка,Aves,867
60170424,https://inaturalist-open-data.s3.amazonaws.com/photos/96191549/medium.jpg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
60173009,https://static.inaturalist.org/photos/96195347/medium.jpg,Alectoris barbara koenigi,Alectoris barbara koenigi,,Aves,625973
60187968,https://static.inaturalist.org/photos/96219946/medium.jpeg,חוגלת סלעים,Alectoris chukar,Азиатский кеклик,Aves,846
60195484,https://inaturalist-open-data.s3.amazonaws.com/photos/96232113/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60250131,https://static.inaturalist.org/photos/96321193/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60290446,https://static.inaturalist.org/photos/96393252/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60329261,https://inaturalist-open-data.s3.amazonaws.com/photos/96457141/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
60376439,https://static.inaturalist.org/photos/96537859/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60402231,https://inaturalist-open-data.s3.amazonaws.com/photos/96583325/medium.jpeg,Steinhuhn,Alectoris graeca,Европейский кеклик,Aves,863
60431451,https://inaturalist-open-data.s3.amazonaws.com/photos/96628587/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
60442511,https://inaturalist-open-data.s3.amazonaws.com/photos/141779432/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60526412,https://inaturalist-open-data.s3.amazonaws.com/photos/96795870/medium.jpg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
60562783,https://inaturalist-open-data.s3.amazonaws.com/photos/96851625/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60628065,https://inaturalist-open-data.s3.amazonaws.com/photos/96957088/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
60632342,https://inaturalist-open-data.s3.amazonaws.com/photos/96966225/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60725507,https://static.inaturalist.org/photos/99178810/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
60725972,https://inaturalist-open-data.s3.amazonaws.com/photos/97118349/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
60765536,https://inaturalist-open-data.s3.amazonaws.com/photos/97185617/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60770731,https://inaturalist-open-data.s3.amazonaws.com/photos/97191376/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
60821540,https://static.inaturalist.org/photos/97278317/medium.jpeg,Rock Partridges,Alectoris rufa,Красная куропатка,Aves,867
60870386,https://inaturalist-open-data.s3.amazonaws.com/photos/97362003/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60876425,https://inaturalist-open-data.s3.amazonaws.com/photos/97365544/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60948466,https://inaturalist-open-data.s3.amazonaws.com/photos/97486858/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
60986914,https://inaturalist-open-data.s3.amazonaws.com/photos/97548918/medium.png,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
60994317,https://inaturalist-open-data.s3.amazonaws.com/photos/97561577/medium.png,punapyy,Alectoris rufa,Красная куропатка,Aves,867
60994643,https://inaturalist-open-data.s3.amazonaws.com/photos/97562062/medium.png,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
61029192,https://inaturalist-open-data.s3.amazonaws.com/photos/97617604/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
61067815,https://static.inaturalist.org/photos/97686549/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61090275,https://inaturalist-open-data.s3.amazonaws.com/photos/97724192/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
61105416,https://inaturalist-open-data.s3.amazonaws.com/photos/97749564/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
61120403,https://inaturalist-open-data.s3.amazonaws.com/photos/97773306/medium.jpeg,punapyy,Alectoris rufa,Красная куропатка,Aves,867
61141768,https://static.inaturalist.org/photos/97810307/medium.jpeg,"Pheasants, Grouse, and Allies",Alectoris rufa,Красная куропатка,Aves,867
61167336,https://inaturalist-open-data.s3.amazonaws.com/photos/97852375/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61173919,https://inaturalist-open-data.s3.amazonaws.com/photos/97863608/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61176604,https://inaturalist-open-data.s3.amazonaws.com/photos/97868354/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61389611,https://inaturalist-open-data.s3.amazonaws.com/photos/98231794/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61431102,https://inaturalist-open-data.s3.amazonaws.com/photos/98302418/medium.jpg,石鸡,Alectoris chukar,Азиатский кеклик,Aves,846
61440876,https://inaturalist-open-data.s3.amazonaws.com/photos/98446545/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61457035,https://inaturalist-open-data.s3.amazonaws.com/photos/98349136/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61488537,https://inaturalist-open-data.s3.amazonaws.com/photos/98402419/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
61490044,https://static.inaturalist.org/photos/98406828/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61518515,https://inaturalist-open-data.s3.amazonaws.com/photos/98455980/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61547080,https://inaturalist-open-data.s3.amazonaws.com/photos/98501235/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
61557484,https://inaturalist-open-data.s3.amazonaws.com/photos/98515662/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
61577846,https://static.inaturalist.org/photos/98549783/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61595229,https://inaturalist-open-data.s3.amazonaws.com/photos/98578278/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61666308,https://inaturalist-open-data.s3.amazonaws.com/photos/98701448/medium.jpg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
61667048,https://inaturalist-open-data.s3.amazonaws.com/photos/98696682/medium.jpeg,Felsenhuhn,Alectoris barbara,Берберийская каменная куропатка,Aves,871
61676405,https://static.inaturalist.org/photos/98720731/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61705900,https://inaturalist-open-data.s3.amazonaws.com/photos/98768417/medium.jpeg,Alectoris barbara koenigi,Alectoris barbara koenigi,,Aves,625973
61770382,https://inaturalist-open-data.s3.amazonaws.com/photos/98883831/medium.png,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
61770383,https://inaturalist-open-data.s3.amazonaws.com/photos/98883846/medium.png,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
61820703,https://static.inaturalist.org/photos/98970440/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
61837042,https://inaturalist-open-data.s3.amazonaws.com/photos/99000566/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
61846733,https://static.inaturalist.org/photos/99017087/medium.jpeg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
61932260,https://static.inaturalist.org/photos/99318829/medium.jpeg,Coturnice,Alectoris graeca,Европейский кеклик,Aves,863
61955762,https://inaturalist-open-data.s3.amazonaws.com/photos/99203920/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
61971363,https://inaturalist-open-data.s3.amazonaws.com/photos/99226776/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
61990400,https://inaturalist-open-data.s3.amazonaws.com/photos/99261726/medium.jpg,石鸡,Alectoris chukar,Азиатский кеклик,Aves,846
62034503,https://inaturalist-open-data.s3.amazonaws.com/photos/99342113/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
62101073,https://static.inaturalist.org/photos/99456775/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
62120813,https://inaturalist-open-data.s3.amazonaws.com/photos/99490523/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
